,index,Token,ShortName," ""Series""",CompanyName,ticksize," ""Lotsize"""," ""DateOfListing"""," ""DateOfDeListing"""," ""IssuePrice"""," ""FaceValue"""," ""ISINCode"""," ""52WeeksHigh"""," ""52WeeksLow"""," ""LifeTimeHigh"""," ""LifeTimeLow"""," ""HighDate"""," ""LowDate"""," ""Symbol"""," ""InstrumentType"""," ""PermittedToTrade"""," ""IssueCapital"""," ""WarningPercent"""," ""FreezePercent"""," ""CreditRating"""," ""IssueRate"""," ""IssueStartDate"""," ""InterestPaymentDate"""," ""IssueMaturityDate"""," ""BoardLotQty"""," ""Name"""," ""ListingDate"""," ""ExpulsionDate"""," ""ReAdmissionDate"""," ""RecordDate"""," ""ExpiryDate"""," ""NoDeliveryStartDate"""," ""NoDeliveryEndDate"""," ""MFill"""," ""AON"""," ""ParticipantInMarketIndex"""," ""BookClsStartDate"""," ""BookClsEndDate"""," ""EGM"""," ""AGM"""," ""Interest"""," ""Bonus"""," ""Rights"""," ""Dividends"""," ""LocalUpdateDateTime"""," ""DeleteFlag"""," ""Remarks"""," ""NormalMarketStatus"""," ""OddLotMarketStatus"""," ""SpotMarketStatus"""," ""AuctionMarketStatus"""," ""NormalMarketEligibility"""," ""OddLotlMarketEligibility"""," ""SpotMarketEligibility"""," ""AuctionlMarketEligibility"""," ""MarginPercentage"""," ""ExchangeCode"""
1412,1412,21690,DIXTEC,EQ,DIXON TECHNOLOGIES INDIA LTD,0.01,1,,,0,2.0,INE935N01020,6243.6,3180.55,6243.6,312.0,,,,0,0,0,4193.95,3431.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DIXON
1413,1413,21704,DISCAR,EQ,DISHMAN CARBOGEN AMCIS LIMITED,0.01,1,,,0,2.0,INE385W01011,259.7,97.4,396.4,46.05,,,,0,0,0,153.4,102.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DCAL
1414,1414,21713,LASSUP,EQ,LASA SUPERGENERICS LIMITED,0.01,1,,,0,10.0,INE670X01014,88.5,25.25,214.0,9.45,,,,0,0,0,39.2,26.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LASA
1415,1415,21720,VIINFO,BE,CORAL HUB LIMITED,0.01,1,,,0,10.0,INE108J01030,6.55,2.85,457.67,2.85,,,,0,0,0,3.45,3.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CORAL-HUB
1416,1416,21726,MATCOM,EQ,MATRIMONY.COM LIMITED,0.01,1,,,0,5.0,INE866R01028,1215.0,645.35,1242.0,251.0,,,,0,0,0,924.15,616.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MATRIMONY
1417,1417,21733,RELHOM,EQ,RELIANCE HOME FINANCE LTD,0.01,1,,,0,10.0,INE217K01011,6.75,2.65,113.0,0.7,,,,0,0,0,3.45,2.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RHFL
1418,1418,21740,TUBINV,EQ,CHOLAMANDALAM FIN HOLDINGS LTD,0.01,1,,,0,1.0,INE149A01033,762.3,564.05,862.0,2.48,,,,0,0,0,778.3,518.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CHOLAHLDNG
1419,1419,21749,CAPINF,EQ,CAPACITE INFRAPROJECTS LTD,0.01,1,,,0,10.0,INE264T01014,252.0,98.2,437.45,70.2,,,,0,0,0,141.35,94.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CAPACITE
1420,1420,21756,SRIKR,SM,BABA AGRO FOOD LIMITED,0.01,1,,,0,10.0,INE672X01010,0.0,0.0,70.0,44.0,,,,0,0,0,73.5,66.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BABAFOOD
1421,1421,2176,AKGEXI,EQ,AKG Exim Limited,0.01,1,,,0,10.0,INE00Y801016,63.0,21.0,112.7,18.75,,,,0,0,0,54.45,44.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AKG
1422,1422,21770,ICILOM,EQ,ICICI LOMBARD GEN INSURANCE CO,0.01,1,,,0,10.0,INE765G01017,1675.0,1071.0,1675.0,638.65,,,,0,0,0,1397.55,1143.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ICICIGI
1423,1423,2178,METIND,EQ,METROCHEM INDUSTRIES LTD,0.01,1,,,0,10.0,INE732B01018,0.0,0.0,180.0,5.0,,,,0,0,0,14.4,9.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,METROCHEM
1424,1424,21808,SBILIF,EQ,SBI LIFE INSURANCE COMPANY LTD,0.01,1,,,0,10.0,INE123W01016,1293.25,1003.5,1293.25,485.0,,,,0,0,0,1286.9,1053.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SBILIFE
1425,1425,2181,BOSLIM,EQ,BOSCH LIMITED,0.01,1,,,0,10.0,INE323A01026,19250.0,12932.45,27990.0,157.0,,,,0,0,0,18048.45,14766.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BOSCHLTD
1426,1426,21823,CADIN,SM,CADSYS INDIA LIMITED,0.01,1,,,0,10.0,INE090Y01013,0.0,0.0,136.95,15.5,,,,0,0,0,29.05,26.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CADSYS
1427,1427,21828,TEXRAI,EQ,TEXMACO RAIL & ENGINEERING LIM,0.01,1,,,0,1.0,INE621L01012,58.8,27.0,138.11,15.61,,,,0,0,0,52.25,34.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TEXRAIL
1428,1428,2183,SUNF,EQ,SUNDARAM FINANCE HOLDINGS LTD,0.01,1,,,0,5.0,INE202Z01029,94.7,63.0,250.05,39.83,,,,0,0,0,90.5,60.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SUNDARMHLD
1429,1429,21840,PRASNA,EQ,PRATAAP SNACKS LIMITED,0.01,1,,,0,5.0,INE393P01035,909.0,543.4,1458.7,435.1,,,,0,0,0,914.4,609.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DIAMONDYD
1430,1430,21868,SHRTIR,SM,SHREE TIRUPATI BALAJE FIBC LTD,0.01,1,,,0,10.0,INE238Y01018,0.0,0.0,106.05,22.4,,,,0,0,0,54.15,49.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TIRUPATI
1431,1431,2188,WELPOR,EQ,GENERIC ENG CONS PROJECTS LTD,0.01,1,,,0,5.0,INE854S01022,58.0,27.5,68.0,27.5,,,,0,0,0,39.35,26.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GENCON
1432,1432,21951,HIMFUT,EQ,HFCL LIMITED,0.01,1,,,0,1.0,INE548A01028,101.35,51.55,2578.05,5.95,,,,0,0,0,84.75,56.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HFCL
1433,1433,21957,INDTER,EQ,INDIAN TERRAIN FASHIONS LIMITE,0.01,1,,,0,2.0,INE611L01021,74.25,35.1,253.0,6.01,,,,0,0,0,59.0,39.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INDTERRAIN
1434,1434,22,ACC,EQ,ACC LIMITED,0.01,1,,,0,10.0,INE012A01025,2589.0,1900.0,2589.0,64.46,,,,0,0,0,2385.65,1951.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ACC
1435,1435,220,INDEN,EQ,INDIAN ENERGY EXCHANGE LIMITED,0.01,1,,,0,1.0,INE022Q01020,318.35,128.24,318.67,37.35,,,,0,0,0,181.75,148.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IEX
1436,1436,2200,SGBT48,GB,CENTRAL GOV SGB 09FB21 2.50,0.01,1,,,0,4912.0,IN0020200393,0.0,0.0,5090.0,4550.0,,,,0,0,0,5258.0,4302.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SGBFEB29XI
1437,1437,2202,MIRELE,EQ,MIRC ELECTRONICS LTD,0.01,1,,,0,1.0,INE831A01028,34.9,11.2,64.7,2.98,,,,0,0,0,15.7,12.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MIRCELECTR
1438,1438,2203,BROIND,RR,BROOKFIELD IND REAL EST TRUST,0.01,1,,,0,10.0,INE0FDU25010,0.0,0.0,340.0,215.0,,,,0,0,0,389.98,260.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BIRET
1439,1439,2213,ECLN90,N1,EDELWEISS RF SR1 8.42 22MR21,0.01,1,,,0,1000.0,INE528S07078,0.0,0.0,1134.0,701.05,,,,0,0,0,1199.54,799.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1440,1440,2215,ADIPP1,E1,ADITYA BIRLA FASH EQ PP RS7.5,0.01,1,,,0,10.0,IN9647O01027,0.0,0.0,195.05,62.05,,,,0,0,0,222.35,148.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ABFRLPP1
1441,1441,2217,ECLN91,N2,EDELWEISS RF SR2 8.75 22MR21,0.01,1,,,0,1000.0,INE528S07086,0.0,0.0,1090.0,611.05,,,,0,0,0,1299.6,866.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1442,1442,2219,ECLN92,N3,EDELWEISS RF SR3 8.65 22MR23,0.01,1,,,0,1000.0,INE528S07094,0.0,0.0,1190.0,651.05,,,,0,0,0,1200.6,800.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1443,1443,22228,MAHRE1,BE,MAH AND MAH FIN SER RIGHTS ENT,0.01,1,,,0,10.0,INE774D20016,83.95,67.8,83.95,67.8,,,,0,0,0,111.75,47.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,M&MFIN-RE
1444,1444,22233,DHUINV,EQ,DHUNSERI INVESTMENTS LIMITED,0.01,1,,,0,10.0,INE320L01011,849.8,522.0,849.8,38.85,,,,0,0,0,693.9,462.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DHUNINV
1445,1445,22239,BHABO4,EQ,BHARAT BOND ETF APRIL 2031,0.01,1,,,0,1000.0,INF754K01LE1,1148.5,1035.15,1148.5,972.0,,,,0,0,0,1267.4,844.94,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EBBETF0431
1446,1446,22242,SGBT41,GB,CENTRAL GOV SGB 14JL20 SIV 2.5,0.01,1,,,0,0.0,IN0020200146,0.0,0.0,5331.0,4501.0,,,,0,0,0,5208.35,4261.39,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SGBJUL28IV
1447,1447,22243,BHABO3,EQ,BHARAT BOND ETF APRIL 2025,0.01,1,,,0,1000.0,INF754K01LD3,1170.0,1005.0,1170.0,925.0,,,,0,0,0,1284.81,856.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EBBETF0425
1448,1448,22250,GATRE1,BE,GATEWAY DIST LTD RIGHTS ENTITL,0.01,1,,,0,10.0,INE852F20015,42.0,11.1,42.0,11.1,,,,0,0,0,24.2,10.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GDL-RE
1449,1449,22255,NDRAUT,EQ,NDR AUTO COMPONENTS LTD,0.01,1,,,0,10.0,INE07OG01012,499.9,300.65,499.9,108.7,,,,0,0,0,468.65,312.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NDRAUTO
1450,1450,22277,WORPER,EQ,WORTH PERIPHERALS LIMITED,0.01,1,,,0,10.0,INE196Y01018,132.5,83.5,132.5,29.75,,,,0,0,0,121.5,81.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,WORTH
1451,1451,22287,SPERE1,BE,SPENCERS RETAIL RIGHTS ENTIT,0.01,1,,,0,10.0,INE020820010,33.9,9.85,33.9,9.85,,,,0,0,0,25.45,10.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SPENCER-RE
1452,1452,22308,MINBUS,RR,MINDSPACE BUSINESS PARKS REIT,0.01,1,,,0,10.0,INE0CCU25019,0.0,0.0,369.48,274.95,,,,0,0,0,432.08,288.06,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MINDSPACE
1453,1453,22313,TATP10,E1,TATA STEEL LIMITED PP RS2.504,0.01,1,,,0,10.0,IN9081A01010,0.0,0.0,184.0,28.55,,,,0,0,0,268.25,210.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TATASTLPP
1454,1454,22321,SATRE1,BE,SATIN CREDIT NET RIGHTS ENTITL,0.01,1,,,0,10.0,INE836B20017,26.5,11.25,26.5,11.25,,,,0,0,0,24.75,10.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SATIN-RE
1455,1455,22326,HDFWA2,W3,HDFC WARRANT 10AUG2023,0.01,1,,,0,2.0,INE001A13049,0.0,0.0,995.0,295.0,,,,0,0,0,449.35,367.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HDFC
1456,1456,22344,ICIA30,EQ,ICICI PRU NIFALPHA LWVOL30 ETF,0.01,1,,,0,10.0,INF109KC1N59,197.6,137.4,197.6,99.9,,,,0,0,0,192.64,128.44,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ICICIALPLV
1457,1457,22347,MACCNC,EQ,MACPOWER CNC MACHINES LTD,0.01,1,,,0,10.0,INE155Z01011,279.7,133.8,299.51,32.65,,,,0,0,0,269.5,179.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MACPOWER
1458,1458,22360,MADCOP,EQ,MADHAV COPPER LIMITED,0.01,1,,,0,5.0,INE813V01022,64.9,22.4,139.95,7.08,,,,0,0,0,25.0,22.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MCL
1459,1459,22365,ICIPIT,EQ,ICICI PRUDENTIAL NIFTY IT ETF,0.01,1,,,0,10.0,INF109KC1N67,419.7,267.7,419.7,158.95,,,,0,0,0,337.59,225.07,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ICICITECH
1460,1460,22377,MAXHEA,EQ,MAX HEALTHCARE INSTITUTE LTD,0.01,1,,,0,10.0,INE027H01010,458.05,256.95,458.05,97.15,,,,0,0,0,443.45,295.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MAXHEALTH
1461,1461,22385,SGBT42,GB,CENTRAL GOV SGB 11AG20 SV 2.5,0.01,1,,,0,100.0,IN0020200161,0.0,0.0,5190.0,4281.11,,,,0,0,0,5388.98,4409.18,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SGBAUG28V
1462,1462,22386,MINRE1,BE,MINDA INDUSTRIES RIGHTS ENTITL,0.01,1,,,0,10.0,INE405E20015,133.0,56.0,133.0,56.0,,,,0,0,0,81.4,34.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MINDA-RE
1463,1463,22415,LOVLIN,EQ,LOVABLE LINGERIE LIMITED,0.01,1,,,0,10.0,INE597L01014,215.8,99.1,637.0,31.85,,,,0,0,0,157.65,105.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LOVABLE
1464,1464,22423,TOTTRA,EQ,TOTAL TRANSPORT SYSTEMS LTD,0.01,1,,,0,10.0,INE336X01012,106.5,43.65,106.5,17.5,,,,0,0,0,87.6,58.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TOTAL
1465,1465,22428,MAXI,EQ,MAX INDIA LIMITED,0.01,1,,,0,10.0,INE0CG601016,84.5,66.95,84.5,48.05,,,,0,0,0,91.8,61.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MAXIND
1466,1466,22433,HDFBET,EQ,HDFC BANKING ETF,0.01,1,,,0,10.0,INF179KC1AN8,419.95,305.9,419.95,200.1,,,,0,0,0,426.44,284.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HBANKETF
1467,1467,22436,CKPPRO,SZ,CKP PRODUCTS LTD,0.01,1,,,0,10.0,INE977V01017,0.0,0.0,121.1,22.2,,,,0,0,0,23.3,21.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CKPPRODUCT
1468,1468,22440,UTIBET,EQ,UTI NIFTY BANK ETF,0.01,1,,,0,10.0,INF789F1AUV1,45.0,31.99,45.0,20.25,,,,0,0,0,42.7,28.48,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UTIBANKETF
1469,1469,2246,ECLN93,N4,EDELWEISS RF SR4 9 22MR23,0.01,1,,,0,1000.0,INE528S07102,0.0,0.0,1085.0,685.0,,,,0,0,0,1216.9,811.28,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1470,1470,225,EIHRE1,BE,EIH LTD RIGHTS ENTITLEMENTS,0.01,1,,,0,10.0,INE230A20015,24.7,7.65,24.7,7.65,,,,0,0,0,11.2,4.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EIH-RE
1471,1471,2252,ECLN94,N5,EDELWEISS RF SR5 8.88 22MR28,0.01,1,,,0,1000.0,INE528S07110,0.0,0.0,1020.0,650.1,,,,0,0,0,1068.0,712.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1472,1472,2254,ECLN95,N6,EDELWEISS RF SR6 9.25 22MR28,0.01,1,,,0,1000.0,INE528S07128,0.0,0.0,1035.0,587.01,,,,0,0,0,1080.0,720.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERFLNCDI
1473,1473,2256,PENLAN,EQ,PENINSULA LAND LIMITED,0.01,1,,,0,2.0,INE138A01028,19.45,8.65,193.63,0.75,,,,0,0,0,11.9,10.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PENINLAND
1474,1474,2259,MORLAB,EQ,MOREPEN LABORATORIES LIMITED,0.01,1,,,0,2.0,INE083A01026,71.0,32.3,222.0,2.05,,,,0,0,0,45.65,30.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MOREPENLAB
1475,1475,22602,PTCIND,EQ,PTC INDIA FINANCIAL SERVICES L,0.01,1,,,0,10.0,INE560K01014,25.95,12.25,73.15,6.7,,,,0,0,0,18.3,12.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PFS
1476,1476,2262,MORSTA,EQ,MORGAN STANLEY,0.01,1,,,0,10.0,INF063A01019,73.0,24.55,73.0,5.1,,,,0,0,0,32.35,26.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MORGANSTAN
1477,1477,2263,BANBAN,EQ,BANDHAN BANK LIMITED,0.01,1,,,0,10.0,INE545U01014,349.55,229.55,741.8,152.2,,,,0,0,0,316.5,259.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BANDHANBNK
1478,1478,2268,MOTGEN,EQ,MOTOR & GENERAL FIN LTD,0.01,1,,,0,5.0,INE861B01023,40.85,21.1,54.93,0.73,,,,0,0,0,30.95,28.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MOTOGENFIN
1479,1479,22739,MOTNAS,EQ,MOTILAL OSWAL MS NASDAQ 100ETF,0.01,1,,,0,10.0,INF247L01AP3,138.6,87.45,138.6,8.91,,,,0,0,0,112.21,74.81,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MON100
1480,1480,2275,IRICLO,EQ,IRIS CLOTHINGS LIMITED,0.01,1,,,0,10.0,INE01GN01017,258.8,147.0,258.8,24.29,,,,0,0,0,231.35,154.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IRISDOREME
1481,1481,2277,MRFTYR,EQ,MRF LTD,0.01,1,,,0,10.0,INE883A01011,87550.0,63000.0,98599.95,401.0,,,,0,0,0,87935.95,71947.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MRF
1482,1482,2283,MRPL,EQ,MANGALORE REFINERY & PETROCHEM,0.01,1,,,0,10.0,INE103A01014,127.65,37.05,148.95,4.85,,,,0,0,0,76.3,69.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MRPL
1483,1483,2289,SWIGLA,EQ,HLE GLASCOAT LIMITED,0.01,1,,,0,10.0,INE461D01010,7550.0,2950.0,7550.0,1755.0,,,,0,0,0,4009.5,2673.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HLEGLAS
1484,1484,2294,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LTD,0.01,1,,,0,10.0,INE153A01019,40.85,16.65,387.9,4.45,,,,0,0,0,28.85,19.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MTNL
1485,1485,2303,HINAER,EQ,HINDUSTAN AERONAUTICS LIMITED,0.01,1,,,0,10.0,INE066F01012,1972.55,1053.95,1972.55,470.0,,,,0,0,0,2006.5,1641.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HAL
1486,1486,2306,SAHCRE,EQ,BEST AGROLIFE LIMITED,0.01,1,,,0,10.0,INE052T01013,1407.8,443.65,1407.8,202.35,,,,0,0,0,1199.15,799.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BESTAGRO
1487,1487,2307,MUNSHO,EQ,MUNJAL SHOWA LTD,0.01,1,,,0,2.0,INE577A01027,168.8,92.45,313.0,9.82,,,,0,0,0,126.35,84.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MUNJALSHOW
1488,1488,2313,MURCER,EQ,MURUDESHWAR CERAMICS LTD,0.01,1,,,0,10.0,INE692B01014,35.8,20.45,83.0,7.0,,,,0,0,0,28.6,19.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MURUDCERA
1489,1489,2316,HEICEM,EQ,HEIDELBERG CEMENT INDIA LTD,0.01,1,,,0,10.0,INE578A01017,277.95,164.0,284.95,4.35,,,,0,0,0,216.35,144.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HEIDELBERG
1490,1490,2319,NAGCON,EQ,NCC LIMITED,0.01,1,,,0,2.0,INE868B01028,93.9,52.2,188.77,10.11,,,,0,0,0,68.9,46.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NCC
1491,1491,2320,SMCGLO,EQ,SMC GLOBAL SECURITIES LIMITED,0.01,1,,,0,2.0,INE103C01036,104.75,69.05,109.0,65.8,,,,0,0,0,107.0,71.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SMCGLOBAL
1492,1492,2322,URAT,SM,URAVI T AND WEDGE LAMPS,0.01,1,,,0,10.0,INE568Z01015,0.0,0.0,125.0,45.5,,,,0,0,0,137.5,112.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,URAVI
1493,1493,2328,CPSETF,EQ,CPSE ETF,0.01,1,,,0,10.0,INF457M01133,38.8,24.3,38.8,11.54,,,,0,0,0,39.25,26.17,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CPSEETF
1494,1494,2331,JAYNE,EQ,JAYASWAL NECO INDUSTRIES LTD,0.01,1,,,0,10.0,INE854B01010,32.7,17.1,83.5,1.6,,,,0,0,0,31.6,21.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JAYNECOIND
1495,1495,23452,TCIDEV,EQ,TCI DEVELOPERS LIMITED,0.01,1,,,0,10.0,INE662L01016,454.7,283.6,619.5,95.0,,,,0,0,0,393.8,356.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TCIDEVELOP
1496,1496,235,AAKEXP,EQ,AAKASH EXPLORATION SERV LTD,0.01,1,,,0,1.0,INE087Z01024,33.8,13.75,33.8,0.94,,,,0,0,0,14.85,13.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AAKASH
1497,1497,2350,NURLIM,EQ,NURECA LIMITED,0.01,1,,,0,10.0,INE0DSF01015,2315.0,940.0,2315.0,555.6,,,,0,0,0,1219.1,812.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NURECA
1498,1498,2354,KARCON,EQ,KBC GLOBAL LIMITED,0.01,1,,,0,1.0,INE278R01034,24.25,3.1,24.25,1.82,,,,0,0,0,3.4,3.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KBCGLOBAL
1499,1499,236,ASIPAI,EQ,ASIAN PAINTS INDIA LTD,0.01,1,,,0,1.0,INE021A01026,3590.0,2560.0,3590.0,8.17,,,,0,0,0,3321.0,2717.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ASIANPAINT
1500,1500,2365,GIRCIV,SM,GIRIRAJ CIVIL DEVELOPERS LTD,0.01,1,,,0,10.0,INE614Z01017,0.0,0.0,167.85,20.45,,,,0,0,0,133.35,120.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GIRIRAJ
1501,1501,23650,MUTFIN,EQ,MUTHOOT FINANCE LIMITED,0.01,1,,,0,10.0,INE414G01012,1721.95,960.4,1721.95,72.6,,,,0,0,0,1140.6,933.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MUTHOOTFIN
1502,1502,2367,NARCHE,EQ,NARMADA CHEMATUR PETROCHE,0.01,1,,,0,10.0,INE693B01012,43.5,24.1,49.85,4.55,,,,0,0,0,36.2,24.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NARMDCHEMA
1503,1503,23804,BSLGOL,EQ,ADITYA BIRLA SUNLIFEGOLDETF GR,0.01,1,,,0,10.0,INF209KB18D3,51.0,41.77,54.45,21.86,,,,0,0,0,55.38,36.92,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BSLGOLDETF
